video_id,paragraph,questions
FkfsmwAtDdY,"Which means that R of Jason is that set of two courses that he's associated with or that are associated with him-- that he's registered 6.042 and 6.012.
So at this point, we've applied R to one domain element-- one student Jason.
But the interesting case is when you apply R to a bunch of students.
So the general setup is that if x is a set of students-- a subset of the domain, which we've been showing in green-- then if I apply R to X, it gives me all the subjects that they're taking among them-- all the subjects that any one of them is taking.
Let's take a look at an example.
Well, another way to say it I guess is that R of X is everything in R that relates to things in X.
So if I look at Jason and Yihui and I want to know what do they connect to under R-- these are the subjects that Jason or Yihui is registered for.
The way I'd find that is by looking at the arrow diagram, and I'd find that Jason is taking 042 and 012.
And Yihui is taking 012 and 004.
So between them, they're taking three courses.
So R of Jason, Yihui is in fact 042, 012, and 004.
So another way to understand this idea of the image of a set R of X is that X is a set of points in the set that you're starting with called the domain.
And R of X is going to be all of the endpoints in the other set, the codomain, that start at X.
If I said that as a statement in formal logic or in set theory with logical notation, I would say that R of X is the set of j in subjects such that there is a d in X such that dRj.
So what that's exactly saying that dRj says that d is the starting point in the domain.
d is a student.
j is a subject.
dRj means there's an arrow that goes from student d to subject j.
And we're collecting the set of those j's that started some d.
So an arrow from X goes to j is what exists at d an X.
dRj means-- written in logic notation-- it's really talking about the endpoints of arrows, and that's a nice way to think about it.","Something is troubling me... At 6:53 the teacher uses the pipe symbol "" | "" and the dot symbol "" . "" but both are translated as "" such as "" Is there a difference between those two symbols ?"
FlGjISF3l78,"So you can have multiple levels of inheritance.
What happens when you create an object that is of type something that's been-- of a type that's the child class of a child class of a child class, right? What happens when you call a method on that object? Well, Python's are going to say, does a method with that name exist in my current class definition? And if so, use that.
But if not, then, look to my parents.
Do my parents know how to do that, right? Do my parents have a method for whatever I want to do? If so, use that.
If not, look to their parents, and so on and so on.
So you're sort of tracing back up your ancestry to figure out if you can do this method or not.
So let's look at a slightly more complicated example.
We have a class named Person.
It's going to inherit from Animal.
Inside this person, I'm going to create my own-- I'm going to create an __init__ method.
And the __init__ method is going to do something different than what the animal's __init__ method is doing.
It's going to take in self, as usual.
And it's going to take in two parameters as opposed to one, a name and an age.
First thing the __init__ method's doing is it's calling the animal's __init__ method.
Why am I doing that? Well, I could theoretically initialize the name and the age data attributes that Animal initializes in this method.","why to write Animal__init__(self, age ) at all? in 28:54"
G7mqtB6npfE,"We can use B to compute A, so then A must be easy.
But since we know that A is hard, that there's something wrong in our logic, so B must be hard.
Does that makes sense? Yes? Sort of? So let's move onto an actual problem.
So the first problem we're going to reduce is the Hamiltonian path.
So a well-known NP hard problem is the Hamiltonian cycle.
So here our A is-- so it's a Hamiltonian cycle.
So what's a Hamiltonian cycle? So what's a Hamiltonian cycle? So a Hamiltonian cycle-- so let's say you have a graph.
So we have this graph.
Let me draw this out.
That's it.
So a Hamiltonian cycle is a cycle in the graph which starts at some vertex, visits all the other vertices, and comes back to the starting vertex.
So in this case, we could do something like go here, and then take this vertex, take this vertex, take this vertex, and come back here.
So that is a valid Hamiltonian cycle.
So this graph is a Hamiltonian cycle.
So the decision problem is here that given the graph, does it have a Hamiltonian cycle? And that problem is NP-hard, so you can [INAUDIBLE] polynomial [INAUDIBLE].
So now the new polynomial shows NP-hard, which is B is Hamiltonian path.
So the Hamiltonian path is a very similar problem.
Instead of a cycle, you remove the requirement that you have to come back to the starting point.
You can just start anywhere and [INAUDIBLE] all the vertices and stop.
So for example, if you remove this edge, this graph no longer has Hamiltonian cycle, but it has a Hamiltonian path, which is just this line.
Simple.
So this is a simple reduction because the problems are very similar.
So the first step is, of course, showing that Hamiltonian path is an NP.
So that should be pretty clear because-- so what is our certificate here? So if someone says, OK, I have solved the Hamiltonian path and this is my Hamiltonian path.",5:40 how? Aren't we supposed to not repeat any vertex in Hamaltonion cycle?
GqmQg-cszw4,"In particular, lab one is going to rely on a lot of subtle details of C and Assembly code that we don't really teach in other classes here in as much detail.
So it's probably a good idea to start early.
And we'll try to get the TAs to hold office hours next week where we'll do some sort of a tutorial session where we can help you get started with understanding what a binary program looks like, how to disassemble it, how to figure out what's on the stack, and so on.
All right.
And I guess the one other thing, we're actually videotaping lectures this year.
So you might be able to watch these online.","Where can I learn ""what a binary program looks like, how to disassemble it, how to figure out whats on stack..."" (as mentioned in 4:20)? Also I wanted to know if it is possible to access the data stored in memory of one program using another program."
GqmQg-cszw4,"The system works.
But if I want to say that no one other than the TAs can access the grades file, this is a much harder problem to solve, because now I have to figure out what could all these non TA people in the world to try to get my grades file, right? They could try to just open it and read it.
Maybe my file system will disallow it.
But they might try all kinds of other attacks, like guessing the password for the TAs or stealing the TAs laptops or breaking into the room or who knows, right? This is all stuff that we have to really put into our threat model.
Probably for this class, I'm not that concerned about the grades file to worry about these guys' laptops being stolen from their dorm room.
Although maybe I should be.
I don't know.
It's hard to tell, right? And as a result, this security game is often not so clear cut as to what the right set of assumptions to make is.
And it's only after the fact that you often realize, well should have thought of that.
All right.","22:38 how threat models go wrong?
Is there a more detailed explanation of that atoi conversion that writes 0 1:01:00 ?"
IM9ANAbufYM,"There are other methods that you should be able to figure out right now.
Even if you don't know class activation maps.
[NOISE] So to sum it up.
[NOISE] We have an image, [NOISE] input image, [NOISE] put it in your new network that is a binary classifier.
[NOISE] And the network says one.
You wanna figure out why the network says one, based on which pixels, what do you do? Visualize the weights.
[NOISE] Visualize the weights.
Uh, what do you visualize in the weights? The edges.
So I think visualizing the weights, uh, is not related to the input.
The weights are not gonna change based on the input.
So here you wanna know why this input led to one.","1:17:39 he says visualize the weights, which infact is true. Because dY/dX actually gives weight transpose (same shape as input image), so what we are actually doing is visualising the weight. what am I missing here?"
IPSaG9RRc-k,"Can someone tell me what this is, asymptotically? Yeah? STUDENT: n cubed-- JASON KU: n cubed-- why is that? Well, if we plug this stuff into that definition here, we have n factorial over 3 factorial n minus 3 factorial.
n factorial over n minus 3 factorial just leaves us with an n, an n minus 1, and an n minus 2 over 6.
And if you multiply all that out, the leading term is an n cubed, so this thing is asymptotically n cubed.
I skipped some steps, but hopefully you could follow that.
And then the last thing to remain is this one right there.
That one's a little tricky.
Anyone want to help me out here? What we can do is we can stick it into this formula, and then apply Sterling's approximation to replace the factorials.
That makes sense? OK, so what I'm going to do is-- let's do this in two steps.
This is going to be n factorial over-- what is this? n/2 factorial-- and then what is n minus n over 2? That's also n/2.
So this is going to be n/2 factorial squared.
Is that OK? Yeah? Now let's replace this stuff with Sterling's approximation and see if we can simplify.
So on the top, we have 2 pi n n/e to the n over-- and then we've got a square here, pi n.
I cancelled the 2-- n/2 over e to the n/2.
Did I do that right? OK.
I can't spell, and a lot of times, I make arithmetic errors, so catch me if I am doing one.
OK, so let's simplify this bottom here.
I'm not going to rewrite the top.
The bottom here-- we square this guy.
It's the pi times n.
And then this guy, n/2 squared-- that just stays is an n.
Then we have n/2 to the n/e-- something like that.
n/2 over e to the n-- that makes more-- me happier.
OK, so now we have this over this.
How do we simplify? Well, we can cancel out one of the root n's.
So we've got square root of pi n down here and square root of 2 up top.
And then what have we got? We've got n to the n down here and n to the n down-- up there, so those cancel.","why (n 3) = (n^3)? Can someone explain me this moment please? On 16:20
How does he get n+1 n and n-2 over 6 16:05, I get how that will give us n cubed just how he got that from that I don't follow"
IPSaG9RRc-k,"I'm remembering that.
Now, I don't care about what's stored in x.next, because I've stored it locally.
That makes sense.
All right, so now I am free to relink that next pointer to my previous guy.
And now I can essentially shift my perspective over, so the thing that I'm going to relink now is the next one.
So x previous and x now equals x, x_next.
Does that make sense? Just relinked things over-- so that's the end of step 2.
Now, as I got down this at the end of this for loop, where is x? What is x_p, x, and x_next-- or x_n? Really, I'm only keeping track of x and x_p here.
So what are x_p and x at the end of this loop? I've done this n times.
I started with b at x.
So what is x? Yeah? So we have a vote that x is c.
STUDENT: [INAUDIBLE] JASON KU: So this is a little interesting.
All right.
I will tell you that c is either x_p, x, or x_n.
So we have one vote for x.
Who says something else? Eric doesn't like x.
There are only two other choices.",Can someone pls explain line 11 a1 1:23:13? Thanks
IPSaG9RRc-k,"OK, so that's the first thing.
Otherwise, what do we do? We shift one thing over and then we make a recursive call.
Does that make sense? OK.
So we'll delete the first thing as a temporary variable-- delete first.
And then we'll insert last, x.
And then we need to do the recursive call.
So what's a recursive call look like? Yeah? STUDENT: Shift_left D, K minus 1-- JASON KU: Yeah.
So shift_left D, K minus 1-- OK? And then we can return.
This thing doesn't need to return anything.
It's just doing stuff to the thing.
Right? And whenever we get this K, we make a call, that gets down to 0, we will terminate because we will return.
We're in this range somewhere between we-- have an input after this line.
We know that K is somewhere between 1 and n minus 1.
And what we'll do is, every time through this recursion, we will subtract 1 from K.
So this is a nice, well-ordered sequence.
We do the correct thing obviously in the base case, and as long as this thing was correct for a smaller value of K, this thing also does the correct thing, because we're shifting over one, as we are asked, and we're letting this do the work of the rest.
I don't have to think about that.
I just have to think about this one loop, this one part of the thing that I'm doing.
Constant amount of work is done in this section.
And how many times do I call a function? STUDENT: [INAUDIBLE] JASON KU: Yeah.",Can anyone explain to me how the first element of a data structure gonna be the last element after applying the algorithm on 00:44:00?
Ih0cPR745fM,"Clearly, by the pigeonhole principle if nobody goes to 0, there must be two guys that collide.
So this problem is also total by the pigeonhole principal.
So it always has a solution, no matter what the circuit is.
And the class PPP is all problems in NP that are reducible to this problem.
Finally, the hierarchy of problems I defined is this.
P, FNP, there is total FNP somewhere here, which I don't show.
And these are the relationships of these problems.
I haven't shown that these arrows true, that this is a subclass, PPD's a subclass of these two subclasses.
This is easy.
This is a simple exercise we can think about.
This is basically my introduction to PPA, PPAD and related classes.
The final thing that I want to point out is answering a question that was asked after the previous lecture, which was why did you define these classes, and not just a TFNP complete problem.
Why did you have to pay special attention to precise existence argument that gives rise to the guarantee that your problems are total? And the reason for that is that actually TFNP is not what's called a syntactic class.
In other words, if I give you a problem with TFNP-- if I give you a Turing machine, you cannot decide whether that is computing a total problem, that no matter what the input to that machine is, there's always an output.
So I had to pay attention to the specialized existence arguments because for specialized existence arguments, I know a priori that the problem is total.
So in particular, no matter what circuit I give you here, I don't even have to check anything.
No matter what input you give me, I know there is a solution.
No matter what pairs of circuits you give me here, I don't need to check anything.
I know the answer to this problem-- there's always an answer to this problem, and so on, so forth.
No matter what you give to me as input, it is important to define complexity classes for which you can show hardness results to find complete problems.
Otherwise, you would have what is called promise classes, which are not amenable to showing the completeness results.","in 1:20:16, does the hierarchy imply that P is a subclass of PPAD? Is that true or the P should be FP?"
IiD3YZkkCmE,"But they're also codified things, like if you see that the rheumatoid factor in a lab test was negative, then-- actually, I don't know why that's-- oh, no, that counts against-- OK.
And then various exclusions.
So these were the things selected by our regularized logistic regression algorithm.
And I showed you the results before.
So we were able to get a positive predictive value of about 0.94.
Yeah? AUDIENCE: In a the previous slide, you said standardized regression coefficients.
So why did you standardize? Maybe I got the words wrong.
Just on the previous slide, the-- PETER SZOLOVITS: I think-- so the regression coefficients in a logistic regression are typically just odds ratios, right? So they tell you whether something makes a diagnosis more or less likely.
And where does it say standardized? AUDIENCE: [INAUDIBLE].
PETER SZOLOVITS: Oh, regression standardized.
I don't know why it says standardized.
Do you know why it says standardized? KATHERINE LIAO: Couple of things.
One is, when you run an algorithm right on your data set, you can't port it using the same coefficients because it's going to be different for each one.
So we didn't want people to feel like they can just add it on.
The other thing, when you standardize it, is you can see the relative weight of each coefficient.","The correct answer to the question at 16:20: Why did you standardize the predictors? Is that you should always standardize your data before feeding them to a regularized regression model (mentioned at 16:03). This is because a regularized model will penalize large coefficients; and because you don't want the magnitude of the coefficient to depend on the scale of measurement of the predictor, you standardize them."
J8Eh7RqggsU,"Uh, this should be outside of the recurse object.
Yeah.
Glad you guys are paying attention.
Um, otherwise, yeah, it would do basically nothing.
Any other mistakes? [LAUGHTER] Yeah.
Um, there is also function decorators that like implement memoizing for you.
In this class, are you okay if we use that or would you rather us like make our own in this case? Um, you can use the deco- you can be fancy if you want.
Okay.
Um, yeah.
But- but I think this is, you know, pretty transparent.
Easy for learning purposes.
Okay.
So let's run this.
So now it runs instantaneously as opposed to- I actually don't know how long it would have taken otherwise.
Okay.
And sanity check for t is probably the right answer because there's four was the original answer and multiply by 10.",I didn't understand how the cache works. Can someone explain please? 1:14:47
JDW82csukhE,"Uh, and also, um, another interesting side note is that, uh, we fix the pre-training strategy and the pre-training different GNNs models, uh, use different GNNs models for pre-training.
And what we found out is that the most expressive GNN model, namely GIN, that we've learned in the lecture, um, um, benefits most from pre-training.
Uh, as you can see here, the gain of pre-trained model versus non-pre-trained model is the- is the largest, um, in terms of accuracy.
And- and the intuition here is that the expressive GNN model can learn to capture more domain knowledge than less expressive model, especially learned from large amounts of, uh, data during pre-training.
So to summarize of our GNNs, we've, uh, said- learned that the GNNs have important application in scientific domains like molecular property prediction or, um, protein function prediction, but, uh, those application domains present the challenges of label scarcity and out-of-distribution prediction, and we argue that pre-training is a promising, uh, framework to tackle both of the challenges.
However, we found that naive pre-training strategy of this, uh, supervised graph level pre-training gives sub-optimal performance and even leads to negative transfer.
And our strategy is to, um, effective strategy is to pre-train both node and graph embeddings, and we found this strategy leads to a significant performance gain on diverse downstream tasks.
Um, yeah, thank you for listening.
","18:30 Seems weird that the GAT performs the worst, and benefits the least from pretraining. Isn't it more expressive than GCN and GraphSAGE in theory?"
KlQiwkhLBg0,"But in the problem, in the homework problem, they were sneaky.
And they only said that f of T is big O of something.
So remember, what's the difference between big O and big theta? Well, intuitively, big theta says that my function really does look like this guy.
Somehow, it's bounded above and below as I go far enough out.
In big O, there's just a bound above, right? So this is somehow looser.
And so the way to apply master theorem in this case is say, well, at least f of n is upper bounded.
It looks like this.
So the best that I can do is to replace this guy also with an upper bound.
Yeah.","51:15 I think it should be 2^m-1 < k  2^m If 2^m-1  k then it wouldn't go to 2^m Correct me if I am wrong
48:30 This question about finding planets with the index K. Provided that the key indices are not duplicate can't we simply take left as 1 and right as K. since we know that the K key will never to at an index greater than K.
At 1:18:47, wouldn't the last house also be special because is is a house that has no easterly neighbor? Therefore, the sequence actually have two special houses instead of all but one. Maybe my understanding to all but one is wrong."
KsHOdr5UYZ0,"If you have tasks that are complex or require a lot of thinking and processing data, those are problems where AI can help.
If you have a problem with drug overdoses or with suicides, AI is probably not going to help.
And in fact, I've heard of cases where people collect data, and they do all of this quantitative analysis, but this is fundamentally a human problem.
And so it can be actually quite distracting.
So my point is simply that, at its best, AI can make the Air Force more efficient, more effective.
At its worst, it can distract us from actually solving difficult, challenging human and cultural problems.
So it's really important to be discerning about what kind of problem you're trying to solve and where AI can help.
But at this point, I hope, and I think that you have the tools to prevent that from happening, and to harness this very powerful new technology in support of building a more effective Air Force and pursuing America's interests.
So thank you all so much.
I'm going to stick around for questions, and I will leave you with this conclusion slide.
","39:30 ""If you have a problem with drug overdoses or with suicides AI is probably not gonna help""- I strongly disagree. Can someone tell me why he says that AI can't solve human problems? I mean I there is already proof that proves AI can help on those types of problems. I really don't know why he would say that."
KzH1ovd4Ots,"So you take two vectors and construct a matrix out of them.
All right, by- um, pick the- pick the ith, um, element from this vector, jth element from this vector, multiply them, and that becomes the ij element of- of- of the matrix, right? So this- this, uh, for the outer product, you don't need the vectors to have the same dimension.
And a matrix that you construct from one row vector and one column vector is also called a rank one matrix, right? Why is it called rank one? Because one way to think of it is it is made of one pair of a row and a column vector, right? So that makes it, um, um, what's, uh, what's also called as a- a rank one matrix.",I think at 46:40 the explanation for a rank 1 matrix should be that the columns of the resulting matrix are just scaler multiples of the first column. Hence the dimension of the column space is 1.
KzH1ovd4Ots,"Uh, now, next we are going to limit ourselves to only square matrices, which means the input and output spaces have the same dimensions, and for the purpose of visualization, we're gonna only consider, let's say, a three-dimensional space.
Right? Now, in this diagram we have two different, um, um, um, two different pictures for the input space and the output space.
But now, because A is symmetric, I'm sorry, A is- is, um, a square matrix, we're gonna overlay the input and output space onto the same space, right? So here, the input space and output space are- are being overlaid here.
Now let's ask the question- let's, you know, A, you know, let's ask the question.
We saw what happened, uh, for, you know, pick, you know, choose some points, you know, run it through A, you get an output, uh, uh, output point.
Now, what happens if we take the unit sphere around the origin? By unit sphere, I mean, just to the points on the surface of the unit sphere.
Think of it as a soccer ball at the center on the origin.
And you take every point on the surface, run it through A, you get a corresponding output point for every, you know, input point of- of- of the soccer ball, right? How would the resulting shape look? Right? So that's gonna look as an ellipsoid.
It's- it's, you know, almost like an ellipse.
So that's gonna be- right? So what- what- what exactly happened here? We- it's- it's a three-dimensional input and output space.
We started with the input as- we didn't have one input, but we had a collection of points as inputs.
And that collection was precisely those points that live on the surface of a unit sphere.
And let's say we- we took this point in the input space, run it through A, we got a corresponding out point, and that point, say, this one.
Right? So every point on the input surface maps to some point on the output surface of that shape, right? We could have done this with any input shape, but, you know, sphere is easy to kind of analyze, right? Now, similarly, um, you do it for another point, um, let's say this point, and let's say that maps here, and let's say we pick- what color do we have? Green- green, and let's say we pick this point and that maps here.
Okay? Now, we saw what- what- what- what happens when you- when we, uh, take some shape, for example, a sphere and run it through A, instead of thinking of um, um, running a point through A.","Great Lecture. One question in last part 1:44:30, why we are getting only ellipsoid output for sphere shape input, not any other shape? Does it have to do something with the assumption of A being symmetric?"
L5uBeAGJV1k,"And if you want to skip the short discussion of the meta theorems, that's fine, because it's never going to come up again in this class.
So let's look at this phrase in English, where the poet says, ""all that glitters is not gold."" Well, a literal translation of that would be that, if we let G be glitters, and I can't use G again, so we'll say Au is gold, then this translated literally would say for every x, G of x, if x is gold implies that not gold of x.
So is that a sensible translation? Well, it's clearly false, because gold glitters like gold.
And you can't say that gold is not gold.
So this is not what's meant.
It's not a good translation.
It doesn't make sense.
Well, what is meant, well, when the poet says, ""all that glitters is not gold,"" he's really leaving out a key word to be understood from context.
All that glitters is not necessarily gold.
He was using poetic license.
You're supposed to fill in and understand its meaning.
And the proper translation would be that it is not true that everything that glitters is gold.
It is not the case that for all x, if x glitters, then x is gold.
So it's just an example where a literal translation without thinking about what the sentence means and what the poet who articulated this sentence intended will get you something that's nonsense.
It's one of the problems with machine translation from natural language into precise formal language.","At 2:46, is it equivalent to say ""There exists an x such that (G(x) AND NOT Au(x))""? I think the logic is essentially the same, but I wonder if it's subtly different in that it may preclude the possibility of an empty set?"
MEz1J9wY2iM,"And so we're going to have two phases here in this particular approximation scheme.
The first phase is find an optimal partition, A prime, B prime, of S1 through Sm.
And we're just going to assume that this exhaustive search, which looks at all possible subsets, and picks the best one.
OK? And how many subsets are there for a set of size m? It's 2 raised to m.
So this is going to be an exponential order, 2 raised to m algorithm.
OK? I'm just going to find the optimum partition through exhaustive search for m.
Right? m is less than n.
So I'm picking something that's a smaller problem.
I'm going to seed this.
So, the way this scheme works is, I'm seeding my actual algorithm-- my actual heuristic-- with an initial partial solution.","It feels like the prof made a mistake when explaining aprox partition. He first said (when he was building the algorithm at 1:03:52) m < n, and then when he was proving he said imagine that the second part never executed because m is large. However the only case in which m never executes is if m = n, since otherwise there will still be leftover elements that are not added to any partition."
MEz1J9wY2iM,"I'm constantly taking stuff away.
When xk equals 0, I'm going to be done.
OK? And I'm going to move a little bit between discrete and continuous here.
It's all going to be fine.
But what I have is, if I just take that, I can turn this.
This is a recurrence.
I want to turn that into a series.
So I can say something like 1 minus 1 over t, raised to k, times n.
And this is the cardinality of x, which is the cardinality of x0.
So that's what I have up there.
And that's essentially what happens.
I constantly shrink as I go along.
And I have a constant rate of shrinkage here.
Which is the conservative part of it.
So keep that in mind.
But it doesn't matter from an analysis standpoint.
OK? So if you look at that, and you say, what happens here? Well, I can just say that this is less than or equal to e raised to minus-- you knew you were going to get an e, because you saw a natural algorithm here, right? And so, that's what we got.
And basically, that's it.
You can do a little bit of algebra.
I'll just write this out for you.
But I won't really explain it.
You're going to have Xk equals 0.
You're done.
The cost, of course, is k.
Right? The cost is k, because you've selected k subsets.
All right, so that's your cost, all right? So, when you get to the point, you're done.
And the cost is k.
So what you need is, you need to say that e raised to minus kt divided by n is strictly less than 1.
Because that is effectively when you have strictly less than 1 element.
It's discrete.
So that means you have zero elements left to cover.
That means you're done OK? So that's your condition for stopping.
So this done means that e raised to minus kt times n is strictly less than 1.","53:50, how do you get (1-1/t)^k <= e^(-k/t) ?"
MH4yvtgAR-4,"Basically here is the prediction of the label for a- for a- uh, for a given color whether it's toxic or not, this is whether it is truly toxic or not, um, and then the way you can think of this is y takes value one if it's toxic, and zero if it's not.
If the true value is zero, then this term is going to survive and it's basically one minus the lock predicted- prob- uh, one minus the predicted probability.
So here we want this to be the predicted probability- to be as small as possible so that one minus it becomes close to one because log of 1 is 0, so that this discrepancy is small.
And if the- if the, uh, class value is one, then this term is going to survive because 1 plus 1- 1 minus 1 is 0 and this- this goes away.
So here we want this term to be as close to one as possible.
Which again would say, if it's- uh, if it's toxic, we want the probability to be high.
If it's not toxic, we want the probability [NOISE] to be low- uh, the predicted probability, uh, of it being toxic.
And this is the cross, uh, entropy loss.
So this is the encoded input coming from node embeddings.
Uh, these are the classification rates, uh, for the final classification.
Uh and these are the, uh, node labels, is it basically toxic, uh, or not.",Shouldnt the loss function in 31:42 have a minus sign?
Mi8wnYc1m04,"Yeah, this over here should be small y.
Thank you.
Yeah, so you, um, um, so now we have, uh, something called the law of total expectation, right? So the law of total expectation tells us that, expectation of X can be written as the expectation of- expectation of X given Y, right? Now, this holds true for any X and any Y, right? Y could be completely independent of X, it could be dependent on X.
But the expectation of X can always be decomposed into this nested form where, um, you condition on Y, you get a new random variable, right? And you take the expectation of- of this random variable and you get back the expectation of X.","57:30, Is it true that E [X|Y] may or may not be normally distributed?"
MjbuarJ7SE0,"So I'm going to just temporarily hop out of the scope and see is there variable x outside of me? And it'll find this variable x here, and it's going to print out its values.
So that's OK.
This last example here is actually not allowed in Python-- similar to this one-- except that I'm trying to increment a value of x, but then I'm also trying to reassign it to the same value of x.
The problem with that is I never actually initialized x inside h.
So if I said-- if inside h, I said x is equal to 1, and then I did x plus equals to 1, then it would be this example here-- f of y.
But I didn't do that.
I just tried to access x and then incremented and then tried to reassign it.
And that's actually not allowed in Python.
There is a way around it using global variables.
But it's actually frowned upon to use global variables, though global variables are part of the readings for this lecture.
And the reason why it's not a great idea to use global variables is because global variables sort of give you this loophole around scopes, so it allows you to write code that can become very messy.","In the last example, where x is not defined in function g(x) should be giving an error (UnboundLocalError: local variable 'x' referenced before assignment ), isn't it? Like how the example shown in 32:42"
MjbuarJ7SE0,"So h returns None.
Back to whoever called it, which was this code inside g.
So that gets replaced with None-- the thing that I've-- this circled red h here.
As soon as h returns, we're going to get rid of that scope-- all the variables created within it-- and we're done with h.
So now we're back into g.
And we just finished executing this and this got replaced with None.
We're not printing it out, so this doesn't show up anywhere; it's just there.
So we're finished with that line.
And the next line is return x.
So x inside g is 4, so 4 gets returned back to whoever called it, which was in the global scope here.
So this gets replaced with 4.
So once we've returned x, we've completely exited out of the scope of g, and we've come back to whoever called us, which was global scope and we've replaced z is equal to g of x and that completely got replaced with 4-- the returned value.
So that's sort of showing nested functions.
All right just circling back to decomposition-abstraction.
This is the last slide.
You can see if you look at the code associated with today's lecture, there are some other examples where you can see just how powerful it is to use functions.
And you can write really clean and simple code if you define your own functions and then just use them later.","39:49 If the function h() had a return at the end, would the outer function have returned x as 'abc' instead of 4?"
MjbuarJ7SE0,"So using global variables, you can be inside a function and then modify a variable that's defined outside of your function.
And that sort of defeats the purpose of functions and using them in writing these coherent modules that are separate.
That said, it might sometimes be useful to use global variables, as you'll see in a couple lectures from now.
OK cool.
So let's go on to the last scope example.
OK this slide is here, and notice I've bolded, underlined, and italicized the Python Tutor, because I find it extremely helpful.
So the Python Tutor-- as I've mentioned in one of the assignments-- it was actually developed by a grad student here, or post-grad student slash post-doc here.",34:00 what is the difference between incrementing x and printing x? it is defined in the same place relative to g() and h()
N2lwsB1qfJw,"And I ask the question, how close is y hat_ i to y_i? And the performance metric is going to be the measure of how close y hat_i is to y_i.
And normally it's designed so that the smaller the metric, the better the prediction performance.
It's an error measure.
Some people call it prediction performance metric, the prediction error as a result.
So there are a few which are very commonly used.
The first one is the mean square error.
So this here, uh, is the two-norm.
Let me just mark it here.","Hi guys, in the slice of the time 2:30 demos different prediction metrcs. However a type of notation is confusing (may be a silly question): when prof said y_i or y hat_i, what is the subscript i? It seem an index symbol however which is supposed to put in the bottom right. What was shown is in the top right position of y. Much appreciate if any guy got an answer, thanks."
Nsc0Yluf2yc,"And the way we do that as I said is simply by taking the dark green representations of the output layer here and using them as inputs to subsequent blocks so they get attended to, and we proceed with the subsequent regularization and feed-forward steps just as before.
And when you work with these models in Hugging Face, if you ask for all of the hidden states, what you're getting is a grid of representations corresponding to these output blocks in green here.
And of course, just as a reminder I'm not indicating it here but there is actually multi-headed attention of each one of these blocks through each one of the layers.
So there are a lot of learned parameters in this model, especially if you have 12 or 24 attention heads.
At this point, I'm hoping that you can now fruitfully return to the original Vaswani, et al paper and look at their model diagram and get more out of it.
For me, it's kind of hyper compressed but now that we've done a deep dive into all the pieces, I think this serves as a kind of useful shorthand for how all the pieces fit together.","Is there a mistake at 09:50? ""You have 12 or 24 attention heads""; shouldn't that be 12 or 24 layers with as many attention heads as the length of tokens in the input / output sequence? Also, this is VERY well done lecture series! We will probably have our own NLU course at our university based on these materials! This is a huge service for the next generation of natural language related data scientists!"
Nu8YGneFCWE,"I want to generalize this to be a family of hash functions, which are this habk for some random choice of a, b in this larger range.
All right, this is a lot of notation here.
Essentially what this is saying is, I have a has family.
It's parameterized by the length of my hash function and some fixed large random prime that's bigger than u.
I'm going to pick some large prime number, and that's going to be fixed when I make the hash table.
And then, when I instantiate the hash table, I'm going to choose randomly one of these things by choosing a random a and a random b from this range.
Does that makes sense? AUDIENCE: [INAUDIBLE] JASON KU: This is a not equal to 0.
If I had 0 here, I lose the key information, and that's no good.",Universal hash function hash(k) = (((ak + b) mod p) mod m) at 41:31 How do we know the key value (k)? Can anyone explain?
Nu8YGneFCWE,"So basically, if I fix this location i, this is where this key goes.
Sorry.
This is the size of chain at h of Ki.
Sorry.
So I look at wherever Ki goes is hashed, and I see how many things collide with it.
I'm just summing over all of these things, because this is 1 if there's a collision and 0 if there's not.
Does that make sense? So this is the size of the chain at the index location mapped to by Ki.
So here's where your probability comes in.
What's the expected value of this chain length over my random choice? Expected value of choosing a hash function from this universal hash family of this chain length-- I can put in my definition here.
That's the expected value of the summation over j of xij.
What do I know about expectations and summations? If these variables are independent from each other-- AUDIENCE: [INAUDIBLE] JASON KU: Say what? AUDIENCE: [INAUDIBLE] JASON KU: Linearity of expectation-- basically, the expectation sum of these independent random variables is the same as the summation of their expectations.","48:50 As I learned in 6.042j 2010 from Prof. Leighton, Linearity of Expectation holds regardless of mutual independence property. Correct me if I misunderstood."
Nu8YGneFCWE,"So this is equal to the summation over j of the expectations of these individual ones.
One of these j's is the same as i.
j loops over all of the things from 0 to u minus 1.
One of them is i, so when xhi is hj, what is the expected value that they collide? 1-- so I'm going to refactor this as being this, where j does not equal i, plus 1.
Are people OK with that? Because if i equals-- if j and i are equal, they definitely collide.
They're the same key.
So I'm expected to have one guy there, which was the original key, xi.
But otherwise, we can use this universal property that says, if they're not equal and they collide-- which is exactly this case-- the probability that that happens is 1/m.
And since it's an indicator random variable, the expectation is there are outcomes times their probabilities-- so 1 times that probability plus 0 times 1 minus that probability, which is just 1/m.
So now we get the summation of 1/m for j not equal to i plus 1.
Oh, and this-- sorry.
I did this wrong.","Question: At 51:00 Jason says that chain length is constant if m is at least order n. Will 1+((n-1)/m) not be between 1 and 2 which is not constant. If m is massive and n is massive then 1+((n-1)/m) would be about 2. If massive and n is small, say m=10000000 and n=1, then 1+((n-1)/m) is about 1. I am not great at probability, which is probably why I don't understand. Thanks for any clarification.
At 50:51, shouldn't that be less than or equal to as probability 1/m is an upper bound to the probability of two keys having the same hash value?"
